BuildingAddress,Country,State,ZIP,City,Neighborhood,Status2010,Status2011,Status2012,Status2013,Latitude,Longitude
520 WASHINGTON ST,USA,CA,94111,San Francisco,Fidi,NA,Complied,Complied,Complied,37.79556773,-122.4027417
2750 GEARY BLVD,USA,CA,94118,San Francisco,Presidio Heights,NA,Complied,Complied,DidNotComply,37.78249781,-122.4488859
70 ELMIRA ST,USA,CA,94124,San Francisco,Bayview,NA,NA,Complied,Complied,37.73719025,-122.4042873
505 BEACH ST,USA,CA,94133,San Francisco,North Beach,NA,NA,Complied,DidNotComply,37.80680994,-122.4176035
369 PINE ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79180636,-122.4019567
650 BUSH ST,USA,CA,94108,San Francisco,Chinatown,NA,Complied,DidNotComply,DidNotComply,37.79040589,-122.4080856
631 GRANT AVE,USA,CA,94108,San Francisco,Chinatown,NA,DidNotComply,Complied,Complied,37.79296288,-122.4063982
950 BATTERY ST,USA,CA,94111,San Francisco,North Beach,NA,Complied,Complied,Complied,37.80026424,-122.4009591
1875 Marin St,USA,CA,94124,San Francisco,Bayview,DidNotComply,DidNotComply,Complied,Complied,37.74784771,-122.3945714
450 OFARRELL ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,Complied,Complied,Complied,37.78617352,-122.4124148
1300 Polk St,USA,CA,94109,San Francisco,Nob Hill,NA,NA,Complied,DidNotComply,37.78890512,-122.4201291
111 PINE ST,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79214667,-122.3988967
1527 STOCKTON ST,USA,CA,94133,San Francisco,North Beach,NA,NA,Complied,Complied,37.80006807,-122.4094128
620 POST ST,USA,CA,94109,San Francisco,Downtown/Civic Center,NA,NA,Complied,Complied,37.7880442,-122.4121465
870 MARKET ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,Complied,37.78505326,-122.407385
101 HOWARD ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79130086,-122.3925286
1080 FOLSOM ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77724319,-122.4076058
269 POTRERO AVE,USA,CA,94103,San Francisco,Mission,Complied,Complied,Complied,DidNotComply,37.76622718,-122.4073837
4 EMBARCADERO CENTER,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79525327,-122.3961067
250 CLAY ST,USA,CA,94111,San Francisco,Fidi,NA,NA,Complied,Complied,37.79570535,-122.3984898
1313 ARMSTRONG AVE,USA,CA,94124,San Francisco,Bayview,NA,Complied,DidNotComply,DidNotComply,37.72308275,-122.3875247
234 Front St,USA,CA,94111,San Francisco,Fidi,NA,NA,Exempt - Tenant Turnover,Exempt - Tenant Turnover,37.7939437,-122.3986898
391 SUTTER ST,USA,CA,94108,San Francisco,Fidi,NA,Complied,Complied,Complied,37.78934088,-122.4066
191 SUTTER ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.78965363,-122.4036189
55 DIVISION ST,USA,CA,94103,San Francisco,South of Market,NA,Complied,Complied,Complied,37.7692043,-122.4034711
900 MARIN ST,USA,CA,94124,San Francisco,Bayview,NA,Complied,Complied,Complied,37.74945497,-122.3860025
1133 POST ST,USA,CA,94109,San Francisco,Downtown/Civic Center,NA,NA,Complied,Complied,37.78646169,-122.4203452
100 GRANT AVE,USA,CA,94108,San Francisco,Fidi,DidNotComply,Complied,Complied,DidNotComply,37.78809647,-122.4046443
466 GEARY ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,Complied,37.78723903,-122.4107729
378 18TH AVE,USA,CA,94121,San Francisco,Inner Richmond,NA,NA,Complied,DidNotComply,37.78096591,-122.4769414
1 TAYLOR ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.78257543,-122.4110722
38 TEHAMA ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,DidNotComply,DidNotComply,37.78751189,-122.3962851
44 GOUGH ST,USA,CA,94103,San Francisco,South of Market,NA,Complied,Complied,Complied,37.77267748,-122.4211979
345 STOCKTON ST,USA,CA,94108,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.78921941,-122.4072903
30 GRANT AVE,USA,CA,94108,San Francisco,Fidi,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.78732084,-122.4047579
220 GRANT AVE,USA,CA,94108,San Francisco,Fidi,NA,Complied,Complied,Complied,37.78912368,-122.4050099
859 OFARRELL ST,USA,CA,94109,San Francisco,Downtown/Civic Center,NA,NA,Complied,DidNotComply,37.78476144,-122.4188353
1270 GREAT HWY,USA,CA,94122,San Francisco,Outer Sunset,NA,Complied,Complied,Complied,37.76304804,-122.509401
2050 GALVEZ AVE,USA,CA,94124,San Francisco,Bayview,NA,Complied,DidNotComply,Complied,37.7458517,-122.3958679
1212 GEARY BLVD,USA,CA,94109,San Francisco,Western Addition,NA,NA,Complied,Complied,37.7858318,-122.42343
1550 BRYANT ST,USA,CA,94103,San Francisco,Mission,Complied,Complied,Complied,Complied,37.76761182,-122.4109695
260 OFARRELL ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.78641657,-122.4090728
351 GEARY ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.78709944,-122.4089766
75 HAWTHORNE ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.78537193,-122.3981379
95 HAWTHORNE ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.78486186,-122.3979204
20 COSMO PL,USA,CA,94109,San Francisco,Downtown/Civic Center,NA,NA,Complied,Complied,37.78821816,-122.4124146
1500 MISSION ST,USA,CA,94103,San Francisco,South of Market,Complied,Complied,DidNotComply,DidNotComply,37.77437704,-122.4178355
691 MARKET ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.7875968,-122.4031182
901 MISSION ST,USA,CA,94103,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.7822591,-122.4064141
1901 CESAR CHAVEZ ST,USA,CA,94124,San Francisco,Bayview,Complied,Complied,Complied,Complied,37.74907111,-122.3950951
51 3RD ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.78717389,-122.4023962
926 Howard Street,USA,CA,94103,San Francisco,South of Market,NA,NA,Complied,DidNotComply,37.78118736,-122.4059191
1150 THOMAS AVE,USA,CA,94124,San Francisco,Bayview,NA,Complied,DidNotComply,DidNotComply,37.72594711,-122.3826633
681 ELLIS ST,USA,CA,94109,San Francisco,Downtown/Civic Center,NA,NA,Complied,Complied,37.7840717,-122.4173586
2 HARRISON ST,USA,CA,94105,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.78950819,-122.3890626
333 OFARRELL ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.78594496,-122.4110523
582 MARKET ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.78946004,-122.4015173
455 BEACH ST,USA,CA,94133,San Francisco,North Beach,Complied,Complied,Complied,Complied,37.80717763,-122.4165111
1550 VAN NESS AVE,USA,CA,94109,San Francisco,Nob Hill,Complied,Complied,Complied,DidNotComply,37.78979134,-122.4217523
6222 GEARY BLVD,USA,CA,94121,San Francisco,Outer Richmond,NA,Complied,Complied,Complied,37.78033259,-122.4863376
2500 18TH ST,USA,CA,94110,San Francisco,Mission,NA,Complied,Complied,Complied,37.76219888,-122.4075597
119 ELLIS ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.78530676,-122.4082664
550 GEARY ST,USA,CA,94102,San Francisco,Downtown/Civic Center,DidNotComply,DidNotComply,DidNotComply,Complied,37.78703061,-122.4125416
1075 SUTTER ST,USA,CA,94109,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,Complied,37.78772135,-122.4179514
2901 Pacific Ave,USA,CA,94115,San Francisco,Pacific Heights,NA,Complied,Complied,Complied,37.79208559,-122.4430993
386 GEARY ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,DidNotComply,DidNotComply,37.78736121,-122.4096739
155 STEUART ST,USA,CA,94105,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.79296099,-122.3921392
1625 POST ST,USA,CA,94115,San Francisco,Western Addition,DidNotComply,DidNotComply,DidNotComply,Complied,37.78549224,-122.4286283
501 GEARY ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.78663087,-122.4118212
222 MASON ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.78607086,-122.4092498
12 4th  St,USA,CA,94103,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.78518406,-122.4056679
562 SUTTER ST,USA,CA,94108,San Francisco,Downtown/Civic Center,NA,DidNotComply,DidNotComply,DidNotComply,37.78934039,-122.4097629
225 POWELL ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,Complied,37.786881,-122.4083545
8 Mission St,USA,CA,94105,San Francisco,Fidi,Complied,DidNotComply,DidNotComply,DidNotComply,37.79363202,-122.3931397
1215 MARKET ST,USA,CA,94103,San Francisco,South of Market,Complied,Complied,DidNotComply,Complied,37.77795007,-122.4147865
55 5TH ST,USA,CA,94103,San Francisco,South of Market,Exempt - Change in Ownership,Exempt - Change in Ownership,Exempt - Change in Ownership,Complied,37.78340883,-122.4071658
555 NORTH POINT ST,USA,CA,94133,San Francisco,North Beach,Complied,Complied,Complied,DidNotComply,37.80602479,-122.4162916
5 EMBARCADERO CENTER,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79442566,-122.395538
2744 HYDE ST,USA,CA,94109,San Francisco,Russian Hill,NA,Complied,DidNotComply,DidNotComply,37.80626905,-122.4201152
1575 BURKE AVE,USA,CA,94124,San Francisco,Bayview,NA,Complied,complied,DidNotComply,37.74412629,-122.3866865
440 POST ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,Complied,Complied,37.78842185,-122.4091668
433 CALIFORNIA ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,DidNotComply,DidNotComply,37.79280765,-122.4017196
888 HOWARD ST,USA,CA,94103,San Francisco,South of Market,Complied,Complied,Complied,DidNotComply,37.78207275,-122.4047526
1160 BATTERY ST,USA,CA,94111,San Francisco,North Beach,Complied,Complied,Complied,Complied,37.80181206,-122.4014473
1265 BATTERY ST,USA,CA,94111,San Francisco,North Beach,Complied,Complied,Complied,DidNotComply,37.80286413,-122.4022631
1355 SANSOME ST,USA,CA,94133,San Francisco,North Beach,Complied,Complied,Complied,Complied,37.80271951,-122.4034248
101 GREENWICH ST,USA,CA,94111,San Francisco,North Beach,Complied,Complied,Complied,DidNotComply,37.80256577,-122.4023606
572 FOLSOM ST,USA,CA,94105,San Francisco,Fidi,NA,NA,Complied,DidNotComply,37.78616949,-122.396306
825 MARKET ST,USA,CA,94103,San Francisco,South of Market,DidNotComply,Complied,Complied,DidNotComply,37.78513964,-122.4062631
22 PEACE PLZ,USA,CA,94115,San Francisco,Western Addition,NA,Complied,Complied,Complied,37.78528574,-122.4291725
1737 Post Street,USA,CA,94115,San Francisco,Western Addition,NA,Complied,Complied,Complied,37.7853263,-122.4302637
2000 FOLSOM ST,USA,CA,94110,San Francisco,Mission,Complied,Complied,DidNotComply,DidNotComply,37.76501859,-122.4157109
1400 16TH ST,USA,CA,94103,San Francisco,South of Market,Complied,Complied,DidNotComply,DidNotComply,37.76681953,-122.4013008
3200 California St,USA,CA,94118,San Francisco,Presidio Heights,Exempt - Change in Ownership,Exempt - Change in Ownership,Complied,Complied,37.78737451,-122.447354
121 STEUART ST,USA,CA,94105,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.79320673,-122.392441
60 HAIGHT ST,USA,CA,94102,San Francisco,Western Addition,NA,NA,Complied,DidNotComply,37.77329106,-122.4232335
131 Steuart St,USA,CA,94105,San Francisco,Fidi,DidNotComply,Complied,Complied,DidNotComply,37.79307434,-122.3924473
1500 Polk St,USA,CA,94109,San Francisco,Nob Hill,NA,NA,Complied,Complied,37.79083063,-122.4204352
1040 GRANT AVE,USA,CA,94133,San Francisco,Chinatown,NA,NA,Complied,Complied,37.79653959,-122.4065789
45 KEARNY ST,USA,CA,94108,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.78848764,-122.4037486
44 PAGE ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,Complied,Complied,DidNotComply,37.77448326,-122.421669
140 SANSOME ST,USA,CA,94104,San Francisco,Fidi,NA,NA,Complied,Complied,37.79173761,-122.4005532
1825 POST ST,USA,CA,94115,San Francisco,Western Addition,Complied,Complied,Complied,Complied,37.78494582,-122.4320553
300 KANSAS ST,USA,CA,94103,San Francisco,Potrero Hill,NA,Complied,Complied,Complied,37.76567466,-122.4041518
55 2ND ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.78882519,-122.400478
1001 VAN NESS AVE,USA,CA,94109,San Francisco,Western Addition,Complied,Complied,Complied,DidNotComply,37.7849341,-122.421907
2599 LOMBARD ST,USA,CA,94123,San Francisco,Marina,NA,NA,Complied,Complied,37.79966966,-122.4445317
2000 McKinnon Ave,USA,CA,94124,San Francisco,Bayview,DidNotComply,DidNotComply,Complied,DidNotComply,37.74067092,-122.3977715
2645 OCEAN AVE,USA,CA,94132,San Francisco,Lakeshore,NA,Complied,Complied,DidNotComply,37.73183668,-122.4741097
4700 GEARY BLVD,USA,CA,94118,San Francisco,Inner Richmond,NA,NA,Complied,DidNotComply,37.78113393,-122.469953
3490 SACRAMENTO ST,USA,CA,94118,San Francisco,Presidio Heights,NA,NA,Complied,Complied,37.78734557,-122.4522694
201 Alabama ST,USA,CA,94103,San Francisco,Mission,Complied,Complied,Complied,Complied,37.76659632,-122.4122666
2055 BRYANT ST,USA,CA,94110,San Francisco,Mission,NA,Complied,Complied,Complied,37.76115449,-122.4095752
160 SPEAR ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79128551,-122.3935591
333 BATTERY ST,USA,CA,94111,San Francisco,Fidi,Exempt - Change in Ownership,Complied,Complied,DidNotComply,37.79473036,-122.4005037
1155 BATTERY ST,USA,CA,94111,San Francisco,North Beach,Complied,Complied,Complied,Complied,37.80179368,-122.4023045
1555 MARIPOSA ST,USA,CA,94107,San Francisco,Potrero Hill,NA,DidNotComply,DidNotComply,DidNotComply,37.76354181,-122.3990574
1475 LOMBARD ST,USA,CA,94123,San Francisco,Marina,NA,NA,Complied,Complied,37.80091228,-122.4258259
2480 MISSION ST,USA,CA,94110,San Francisco,Mission,Complied,Complied,Complied,Complied,37.75746473,-122.4191444
491 Bayshore Blvd,USA,CA,94124,San Francisco,Bayview,DidNotComply,DidNotComply,Complied,Complied,37.74039773,-122.4063601
101 VALLEJO ST,USA,CA,94111,San Francisco,North Beach,NA,NA,Complied,Complied,37.79954782,-122.4003243
1050 BATTERY ST,USA,CA,94111,San Francisco,North Beach,NA,Complied,Complied,Complied,37.80122881,-122.4014382
140 CHESTNUT ST,USA,CA,94133,San Francisco,North Beach,NA,NA,Complied,Complied,37.80473021,-122.4060212
150 CHESTNUT ST,USA,CA,94133,San Francisco,North Beach,NA,Complied,Complied,Complied,37.80474998,-122.4063164
1701 MONTGOMERY ST,USA,CA,94133,San Francisco,North Beach,NA,Complied,Complied,DidNotComply,37.80496992,-122.4058074
50 GREEN ST,USA,CA,94111,San Francisco,North Beach,Complied,Complied,Complied,Complied,37.8009836,-122.4010578
1 LOMBARD ST,USA,CA,94111,San Francisco,North Beach,Complied,Complied,Complied,Complied,37.80384738,-122.4024664
216 PINE ST,USA,CA,94104,San Francisco,Fidi,NA,Complied,Complied,Complied,37.79243179,-122.4001196
345 CALIFORNIA ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79276163,-122.4003652
650 POTRERO AVE,USA,CA,94110,San Francisco,Mission,NA,NA,Complied,Complied,37.761273,-122.4075123
609 SUTTER ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.78867948,-122.4104573
555 MARKET ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.78989041,-122.39993
575 MARKET ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.78966349,-122.4004354
950 MARKET ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,Complied,Complied,DidNotComply,37.78317566,-122.4095666
301 MASON ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,Complied,DidNotComply,37.78642475,-122.4103227
1736 STOCKTON ST,USA,CA,94133,San Francisco,North Beach,NA,NA,Complied,Complied,37.80192726,-122.4093295
1375 FAIRFAX AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,Complied,37.73939378,-122.3842725
57 POST ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.78886268,-122.4029741
301 MENDELL ST,USA,CA,94124,San Francisco,Bayview,Complied,Complied,Complied,Complied,37.74144403,-122.383528
475 SANSOME ST,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79466814,-122.4018998
465 CALIFORNIA ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,DidNotComply,DidNotComply,37.79267741,-122.4020919
606 HOWARD ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.78669584,-122.3988904
250 MONTGOMERY ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79170932,-122.4023283
728 PACIFIC AVE,USA,CA,94133,San Francisco,Chinatown,NA,Complied,DidNotComply,DidNotComply,37.79697548,-122.4073694
545 MISSION ST,USA,CA,94105,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.788799,-122.3984551
1177 HARRISON ST,USA,CA,94103,San Francisco,South of Market,NA,NA,Complied,DidNotComply,37.774141,-122.4076129
1265 FOLSOM ST,USA,CA,94103,San Francisco,South of Market,NA,NA,Complied,Complied,37.77397574,-122.4108712
1881 POST ST,USA,CA,94115,San Francisco,Western Addition,Exempt - Change in Ownership,Complied,Complied,DidNotComply,37.78502287,-122.432669
1401 YOSEMITE AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.72469344,-122.3882507
601 MONTGOMERY ST,USA,CA,94111,San Francisco,Fidi,DidNotComply,Complied,Complied,DidNotComply,37.79480876,-122.403644
450 IRWIN ST,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,DidNotComply,37.76823989,-122.3984477
385 8TH ST,USA,CA,94103,San Francisco,South of Market,NA,Complied,Complied,Complied,37.77413781,-122.408691
66 PAGE ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,Complied,37.77441756,-122.4218733
414 MASON ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,Complied,37.78751479,-122.4097219
2574 SAN BRUNO AVE,USA,CA,94134,San Francisco,Excelsior,NA,NA,complied,DidNotComply,37.72903369,-122.4044023
1520 STOCKTON ST,USA,CA,94133,San Francisco,North Beach,NA,Complied,Complied,DidNotComply,37.79991885,-122.4088439
150 Stockton St.,USA,CA,94108,San Francisco,Fidi,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.78702933,-122.4062644
278 POST ST,USA,CA,94108,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.78881306,-122.4065485
444 BATTERY ST,USA,CA,94111,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.79557057,-122.4000435
4050 19TH AVE,USA,CA,94132,San Francisco,Ocean View,NA,Complied,Complied,Complied,37.71515607,-122.4702383
271 9TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,Complied,Complied,37.77427072,-122.4118063
1900 NORIEGA ST,USA,CA,94122,San Francisco,Outer Sunset,NA,NA,Complied,DidNotComply,37.75411764,-122.4842991
2130 3rd St.,USA,CA,94107,San Francisco,Potrero Hill,NA,DidNotComply,Complied,Complied,37.76264562,-122.3888354
1750 Harrison St.,USA,CA,94103,San Francisco,Mission,NA,DidNotComply,Complied,DidNotComply,37.76904756,-122.4140361
1660 VAN NESS AVE,USA,CA,94109,San Francisco,Nob Hill,NA,NA,Complied,DidNotComply,37.79133256,-122.4218036
500 CALIFORNIA ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79306252,-122.4031726
1 BEACH ST,USA,CA,94133,San Francisco,North Beach,Complied,Complied,DidNotComply,DidNotComply,37.80790852,-122.4095396
1 BUSH ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79097069,-122.4000402
300 MONTGOMERY ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79237552,-122.4024692
1 CALIFORNIA ST,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79341643,-122.396723
1 EMBARCADERO CENTER,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79501544,-122.399432
444 MARKET ST,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79138599,-122.3987923
25 CYRIL MAGNIN ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.78413545,-122.4087667
1 Kearny St,USA,CA,94108,San Francisco,Fidi,Complied,Complied,DidNotComply,NA,37.78783642,-122.403621
300 CLAY ST,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79519836,-122.3993872
1 MARKET ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79446727,-122.3948599
1 Montgomery Street,USA,CA,94104,San Francisco,Fidi,DidNotComply,DidNotComply,DidNotComply,Complied,37.78926136,-122.4022416
600 MARKET ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.78902339,-122.4017786
1 SANSOME ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79046204,-122.4012459
1145 MARKET ST,USA,CA,94103,San Francisco,South of Market,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.77944615,-122.4133632
1050 VAN NESS AVE,USA,CA,94109,San Francisco,Downtown/Civic Center,Exempt - Change in Ownership,Complied,Complied,DidNotComply,37.78549593,-122.4210558
665 BUSH ST,USA,CA,94108,San Francisco,Downtown/Civic Center,DidNotComply,DidNotComply,Complied,DidNotComply,37.79003687,-122.4084682
3146 MISSION ST,USA,CA,94110,San Francisco,Bernal Heights,NA,Complied,Complied,DidNotComply,37.74713539,-122.4195132
1182 MARKET ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.77936778,-122.4147437
43 COLUMBIA SQUARE ST,USA,CA,94103,San Francisco,South of Market,NA,NA,Complied,DidNotComply,37.77782566,-122.4063675
851 HOWARD ST,USA,CA,94103,San Francisco,South of Market,NA,Complied,Complied,Complied,37.78217756,-122.4036047
2140 WEBSTER ST,USA,CA,94115,San Francisco,Pacific Heights,Complied,Complied,Complied,DidNotComply,37.79053094,-122.4321385
2900 Alemany Blvd,USA,CA,94112,San Francisco,Outer Mission,NA,Complied,Complied,Complied,37.71197591,-122.4529763
55 CYRIL MAGNIN ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,DidNotComply,DidNotComply,37.78488252,-122.4089601
498 ALABAMA ST,USA,CA,94110,San Francisco,Mission,NA,NA,Complied,DidNotComply,37.76313075,-122.4124095
450 ALABAMA ST,USA,CA,94110,San Francisco,Mission,NA,NA,Complied,DidNotComply,37.7634546,-122.4125724
220 JACKSON ST,USA,CA,94111,San Francisco,Fidi,NA,NA,Complied,DidNotComply,37.79700087,-122.3999493
447 SUTTER ST,USA,CA,94108,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.78912087,-122.4080197
2598 TAYLOR ST,USA,CA,94133,San Francisco,North Beach,NA,NA,Complied,Complied,37.80625639,-122.4151653
863 BUSH ST,USA,CA,94108,San Francisco,Downtown/Civic Center,NA,NA,Complied,DidNotComply,37.78958208,-122.4113981
245 Market Street,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79268064,-122.3966418
601 EDDY ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,Complied,Complied,37.78295954,-122.4180539
500 SUTTER ST,USA,CA,94108,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,Complied,37.78937403,-122.408894
19 Pier,USA,CA,94111,San Francisco,Port,NA,Complied,Complied,Complied,37.80256226,-122.3998802
101 The Embarcadero,USA,CA,94105,San Francisco,Fidi,NA,Complied,Complied,Complied,37.7940754,-122.3922279
23 Pier The Embarcadero,USA,CA,94111,San Francisco,Port,NA,Complied,DidNotComply,DidNotComply,37.8033812,-122.4009074
26 Pier The Embarcadero,USA,CA,94105,San Francisco,Port,NA,Complied,Complied,Complied,37.78922759,-122.386495
Pier 28,USA,CA,94105,San Francisco,Port,NA,Complied,Complied,Complied,37.78807597,-122.3868075
29 Pier The Embarcadero,USA,CA,94133,San Francisco,Port,NA,DidNotComply,DidNotComply,DidNotComply,37.80568211,-122.4021578
33 Pier,USA,CA,94111,San Francisco,Port,NA,Complied,Complied,Complied,37.80678032,-122.4052775
35 Pier,USA,CA,94133,San Francisco,Port,NA,Complied,Complied,DidNotComply,37.80676687,-122.4050442
45 Pier - Shed B,USA,CA,94133,San Francisco,Port,NA,Complied,Complied,Complied,37.80599277,-122.4099135
48 Pier - Shed A,USA,CA,94158,San Francisco,Port,NA,Complied,NA,Complied,37.77484113,-122.3872571
401 Terry A Francois Blvd,USA,CA,94158,San Francisco,South of Market,NA,Complied,Complied,Complied,37.77299062,-122.3869309
50 Pier Shed C,USA,CA,94158,San Francisco,Port,NA,Complied,Complied,Complied,37.77483891,-122.3872558
"70 Pier, Bldg # 2",USA,CA,94107,San Francisco,Port,NA,Complied,Complied,Complied,37.75960532,-122.3829563
80 Pier - M&R Building,USA,CA,94124,San Francisco,Port,NA,DidNotComply,Complied,Complied,37.77576831,-122.3855511
Pier 96,USA,CA,94124,San Francisco,Port,NA,Complied,Complied,Complied,37.74186322,-122.3723831
1525 BURKE AVE,USA,CA,94124,San Francisco,Bayview,Complied,Complied,Complied,DidNotComply,37.74322553,-122.3853414
394 PACIFIC AVE,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79768165,-122.4018126
410 TOWNSEND ST,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,DidNotComply,37.77530387,-122.3980537
539 BRYANT ST,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.78024954,-122.396869
625 3RD ST,USA,CA,94107,San Francisco,South of Market,NA,Complied,Complied,Complied,37.77972718,-122.3934119
642 HARRISON ST,USA,CA,94107,San Francisco,South of Market,Exempt - Change in Ownership,Complied,Complied,Complied,37.78383054,-122.3964337
69 GREEN ST,USA,CA,94111,San Francisco,North Beach,NA,NA,Complied,Complied,37.8003316,-122.400728
955 POST ST,USA,CA,94109,San Francisco,Downtown/Civic Center,NA,Complied,DidNotComply,DidNotComply,37.78683559,-122.4176358
1 MONTGOMERY ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.78926213,-122.4022397
