BuildingAddress,Country,State,ZIP,City,Neighborhood,Status2010,Status2011,Status2012,Status2013,Latitude,Longitude
2132 PALOU AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.73971093,-122.4009157
214 VAN NESS AVE,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,DidNotComply,37.77769479,-122.4193505
2140 FOLSOM ST,USA,CA,94110,San Francisco,Mission,NA,DidNotComply,DidNotComply,DidNotComply,37.76303829,-122.4151954
2145 Market St,USA,CA,94114,San Francisco,Castro/Upper Market,NA,Complied,Complied,Complied,37.76652619,-122.4296564
2147 Folsom St,USA,CA,94110,San Francisco,Mission,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.76291593,-122.4150916
205 2ND ST,USA,CA,94105,San Francisco,Fidi,NA,NA,Complied,Complied,37.78670249,-122.3977362
2151 VAN NESS AVE,USA,CA,94109,San Francisco,Pacific Heights,Exempt - Change in Ownership,Exempt - Change in Ownership,Complied,Complied,37.79538354,-122.4238627
216 POST ST,USA,CA,94108,San Francisco,Fidi,NA,DidNotComply,DidNotComply,DidNotComply,37.78891232,-122.4057136
2165 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76229933,-122.4194096
217 SANSOME ST,USA,CA,94104,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.79239098,-122.4012619
217 2ND ST,USA,CA,94105,San Francisco,Fidi,NA,NA,Complied,Complied,37.78663308,-122.3975597
3251 20th Ave,USA,CA,94132,San Francisco,Lakeshore,Complied,DidNotComply,Complied,Complied,37.7281418,-122.476602
595 BUCKINGHAM WAY,USA,CA,94132,San Francisco,Lakeshore,DidNotComply,DidNotComply,Complied,DidNotComply,37.73030147,-122.4762782
2175 HARRISON ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76219511,-122.4124541
218 STOCKTON ST,USA,CA,94108,San Francisco,Fidi,NA,NA,DidNotComply,Complied,37.7879611,-122.4064237
2182 BRYANT ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.75938318,-122.4099755
2186 GEARY BLVD,USA,CA,94115,San Francisco,Western Addition,NA,Complied,Complied,Complied,37.78375635,-122.4393543
22 BATTERY ST,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79153244,-122.3993625
220 9TH ST,USA,CA,94103,San Francisco,Western SOMA,NA,NA,DidNotComply,DidNotComply,37.77449217,-122.4130664
220 MCALLISTER ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,DidNotComply,DidNotComply,DidNotComply,37.78090417,-122.415934
220 NEWHALL ST,USA,CA,94124,San Francisco,Bayview,NA,DidNotComply,DidNotComply,DidNotComply,37.74300318,-122.3849813
200 SANSOME ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79230152,-122.4007056
2200 JERROLD AVE,USA,CA,94124,San Francisco,Bayview,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.74569442,-122.39904
2201 IRVING ST,USA,CA,94122,San Francisco,Outer Sunset,NA,NA,DidNotComply,DidNotComply,37.76312662,-122.4816073
2201 VAN NESS AVE,USA,CA,94123,San Francisco,Pacific Heights,NA,DidNotComply,DidNotComply,DidNotComply,37.79585421,-122.4238271
2203 3RD ST,USA,CA,94107,San Francisco,Potrero Hill,NA,Exempt - Vacant,DidNotComply,DidNotComply,37.76163893,-122.3878639
2205 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,NA,NA,NA,37.76168598,-122.4189442
221 MAIN ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79016403,-122.392264
2211 PALOU AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,Complied,37.74026183,-122.4022599
2215 REVERE AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.73801037,-122.4021739
222 FRONT ST,USA,CA,94111,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.79383333,-122.3986153
222 KEARNY ST,USA,CA,94108,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79016359,-122.4037493
222 SUTTER ST,USA,CA,94108,San Francisco,Fidi,Exempt - Change in Ownership,Exempt - Change in Ownership,Complied,Complied,37.79003515,-122.4044832
2222 PALOU AVE,USA,CA,94124,San Francisco,Bayview,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.74055431,-122.4019299
2225 Jerrold Ave,USA,CA,94124,San Francisco,Bayview,Complied,Complied,Complied,Complied,37.74412913,-122.4016257
2225 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76134099,-122.418951
2225 PALOU AVE,USA,CA,94124,San Francisco,Bayview,NA,DidNotComply,DidNotComply,DidNotComply,37.74070333,-122.4025968
2233 POST ST,USA,CA,94115,San Francisco,Western Addition,NA,NA,DidNotComply,DidNotComply,37.78422934,-122.4385892
2235 3RD ST,USA,CA,94107,San Francisco,Potrero Hill,NA,Exempt - Vacant,DidNotComply,DidNotComply,37.76142632,-122.3882568
2241 GEARY BLVD,USA,CA,94115,San Francisco,Western Addition,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.782666,-122.4409559
225 BAY SHORE BLVD,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.74439022,-122.4037538
225 BUSH ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79086095,-122.4014677
225 INDUSTRIAL ST,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.73813083,-122.4052801
225 POST ST,USA,CA,94108,San Francisco,Fidi,NA,NA,Complied,DidNotComply,37.78844266,-122.4056042
2253 SHAFTER AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.73776853,-122.4031067
226 JONES ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,DidNotComply,37.78350782,-122.4121988
2260 McKinnon Ave,USA,CA,94124,San Francisco,Bayview,NA,DidNotComply,DidNotComply,DidNotComply,37.74306551,-122.4009558
2265 LOMBARD ST,USA,CA,94123,San Francisco,Marina,NA,NA,DidNotComply,DidNotComply,37.79913081,-122.4388161
2270 JERROLD AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.74597476,-122.4013613
2276-2282 Market St,USA,CA,94114,San Francisco,Castro/Upper Market,NA,DidNotComply,DidNotComply,DidNotComply,37.76479106,-122.4325678
228 POST ST,USA,CA,94108,San Francisco,Fidi,NA,Exempt - Tenant Turnover,Complied,Complied,37.78888301,-122.4059163
2299 POST ST,USA,CA,94115,San Francisco,Western Addition,NA,Complied,DidNotComply,Complied,37.78411013,-122.4390652
17 GRANT AVE,USA,CA,94108,San Francisco,Fidi,NA,Complied,Complied,Complied,37.78705166,-122.4049632
230 8TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77556848,-122.4112009
230 CALIFORNIA ST,USA,CA,94111,San Francisco,Fidi,NA,Complied,Complied,Complied,37.79355362,-122.3993389
3101 19TH ST,USA,CA,94110,San Francisco,Mission,Complied,Complied,Complied,Complied,37.76029216,-122.4131953
2340 STOCKTON ST,USA,CA,94133,San Francisco,North Beach,Complied,Complied,Complied,Complied,37.80747589,-122.4102364
2300 SUTTER ST,USA,CA,94115,San Francisco,Western Addition,NA,Complied,Complied,Complied,37.78585949,-122.4385666
2301 3RD ST,USA,CA,94107,San Francisco,Potrero Hill,Complied,Complied,DidNotComply,DidNotComply,37.76048888,-122.3884534
2301 CHESTNUT ST,USA,CA,94123,San Francisco,Marina,NA,NA,Complied,Complied,37.79994369,-122.4413433
2301 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76009181,-122.4188056
231 ELLIS ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,DidNotComply,37.78520513,-122.4101091
231 GRANT AVE,USA,CA,94108,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.78917641,-122.4055805
2310 MASON ST,USA,CA,94133,San Francisco,North Beach,NA,NA,DidNotComply,DidNotComply,37.80509923,-122.4132462
2322 LOMBARD ST,USA,CA,94123,San Francisco,Marina,NA,NA,DidNotComply,DidNotComply,37.79954901,-122.4398679
233 POST ST,USA,CA,94108,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.78835661,-122.4057531
2340 CHESTNUT ST,USA,CA,94123,San Francisco,Marina,NA,NA,Complied,Exempt - Tenant Turnover,37.80038048,-122.4419669
2345 HARRISON ST,USA,CA,94110,San Francisco,Mission,Complied,Complied,Complied,DidNotComply,37.75982488,-122.412343
235 BAY SHORE BLVD,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.74426412,-122.4038062
235 PINE ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79195673,-122.4002596
239 GRANT AVE,USA,CA,94108,San Francisco,Fidi,NA,NA,Complied,Complied,37.78921138,-122.405651
24 Willie Mays Plz,USA,CA,94107,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.77817471,-122.390722
240 2ND ST,USA,CA,94105,San Francisco,Fidi,NA,NA,Complied,Complied,37.78605305,-122.3977242
240 7TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77708179,-122.408853
240 GOLDEN GATE AVE,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,DidNotComply,DidNotComply,DidNotComply,37.78206996,-122.4146275
240 HYDE ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,DidNotComply,37.78316342,-122.415526
240 KEARNY ST,USA,CA,94108,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.79040437,-122.4037584
240 SHOTWELL ST,USA,CA,94110,San Francisco,Mission,NA,DidNotComply,DidNotComply,DidNotComply,37.76475469,-122.4165625
234 STOCKTON ST,USA,CA,94108,San Francisco,Fidi,NA,Complied,DidNotComply,DidNotComply,37.78819207,-122.4064714
2400 14TH AVE,USA,CA,94116,San Francisco,West of Twin Peaks,NA,NA,DidNotComply,DidNotComply,37.7430544,-122.4699905
2400 3RD ST,USA,CA,94107,San Francisco,Potrero Hill,NA,NA,DidNotComply,DidNotComply,37.75926741,-122.3887933
2400 Cesar Chavez St,USA,CA,94107,San Francisco,Potrero Hill,NA,Complied,Complied,DidNotComply,37.7499208,-122.4011272
2401 17TH ST,USA,CA,94110,San Francisco,Mission,Complied,Complied,Complied,Complied,37.76415948,-122.4079053
2401 INGALLS ST,USA,CA,94124,San Francisco,Bayview,NA,Complied,Complied,Complied,37.72359621,-122.3884806
2425 GEARY BLVD,USA,CA,94115,San Francisco,Western Addition,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.78248207,-122.4428973
2435 CALIFORNIA ST,USA,CA,94115,San Francisco,Western Addition,NA,Complied,Complied,Complied,37.78851753,-122.4344478
244 CALIFORNIA ST,USA,CA,94111,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.79344799,-122.3995584
245 11TH ST,USA,CA,94103,San Francisco,Western SOMA,NA,NA,Complied,Complied,37.77271454,-122.414666
245 VALENCIA ST,USA,CA,94103,San Francisco,Mission,NA,DidNotComply,DidNotComply,DidNotComply,37.76888977,-122.4218691
245 WINSTON DR,USA,CA,94132,San Francisco,Lakeshore,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.72630925,-122.4760834
234 1ST ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.78773612,-122.3956581
246 KEARNY ST,USA,CA,94108,San Francisco,Fidi,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.79050216,-122.4035906
246 POST ST,USA,CA,94108,San Francisco,Fidi,NA,DidNotComply,DidNotComply,DidNotComply,37.78884835,-122.4061956
2485 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.75725626,-122.4187686
2488 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.75708695,-122.4192283
2499 OCEAN AVE,USA,CA,94127,San Francisco,Ocean View,NA,Complied,Complied,DidNotComply,37.73052072,-122.4714345
25 14TH ST,USA,CA,94103,San Francisco,Mission,NA,Complied,DidNotComply,DidNotComply,37.76845502,-122.4141255
25 DIVISION ST,USA,CA,94103,San Francisco,South of Market,NA,Complied,Complied,DidNotComply,37.76947579,-122.4026299
25 KEARNY ST,USA,CA,94108,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.78827187,-122.4036932
25 LUSK ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77852946,-122.3943516
25 POINT LOBOS AVE,USA,CA,94121,San Francisco,Outer Richmond,NA,NA,DidNotComply,DidNotComply,37.77944485,-122.5035659
250 4TH ST,USA,CA,94103,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.78236457,-122.4021056
250 BRANNAN ST,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.78305259,-122.3910694
250 EXECUTIVE PARK BLVD,USA,CA,94134,San Francisco,Bayview,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.71097135,-122.3916314
250 STOCKTON ST,USA,CA,94108,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.78832083,-122.406499
250 SUTTER ST,USA,CA,94108,San Francisco,Fidi,Complied,Complied,DidNotComply,DidNotComply,37.78998951,-122.4048154
2500 16TH ST,USA,CA,94103,San Francisco,Mission,NA,Complied,Complied,Complied,37.76582169,-122.4119662
2500 MARIN ST,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.74847847,-122.4024093
2501 3RD ST,USA,CA,94107,San Francisco,Potrero Hill,Complied,Complied,Complied,DidNotComply,37.75671879,-122.3876445
2505 MARIPOSA ST,USA,CA,94110,San Francisco,Mission,NA,NA,Complied,Complied,37.76289261,-122.408684
251 KEARNY ST,USA,CA,94108,San Francisco,Fidi,NA,DidNotComply,Complied,DidNotComply,37.79027503,-122.4039996
251 POST ST,USA,CA,94108,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.78834702,-122.4060388
2511 BUSH ST,USA,CA,94115,San Francisco,Western Addition,NA,DidNotComply,DidNotComply,DidNotComply,37.78606764,-122.4390107
2516-2524 Mission St,USA,CA,94110,San Francisco,Mission,NA,DidNotComply,DidNotComply,DidNotComply,37.7565885,-122.4190824
252 12TH ST,USA,CA,94103,San Francisco,Western SOMA,NA,NA,DidNotComply,DidNotComply,37.77075361,-122.4161954
2525 16TH ST,USA,CA,94110,San Francisco,Mission,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.76528305,-122.4118952
2526 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,DidNotComply,DidNotComply,DidNotComply,37.7565077,-122.4190969
2530 18TH ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.7621703,-122.4079025
2530 TARAVAL ST,USA,CA,94116,San Francisco,Parkside,NA,NA,DidNotComply,DidNotComply,37.74252224,-122.4933916
2535 CLEMENT ST,USA,CA,94121,San Francisco,Outer Richmond,NA,NA,DidNotComply,DidNotComply,37.78169963,-122.4865286
2540 Newhall St.,USA,CA,94124,San Francisco,Bayview,NA,DidNotComply,DidNotComply,DidNotComply,37.72918693,-122.3989154
2545 NORIEGA ST,USA,CA,94122,San Francisco,Outer Sunset,NA,NA,DidNotComply,DidNotComply,37.75338581,-122.4911403
255 SUTTER ST,USA,CA,94108,San Francisco,Fidi,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.78942716,-122.4047506
2551 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,NA,NA,NA,37.7562575,-122.4184677
2554 MISSION ST,USA,CA,94110,San Francisco,Mission,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.75608456,-122.4196149
256 FRONT ST,USA,CA,94111,San Francisco,Fidi,DidNotComply,DidNotComply,DidNotComply,Complied,37.79393298,-122.3988947
256 SUTTER ST,USA,CA,94108,San Francisco,Fidi,NA,NA,Complied,Complied,37.78988932,-122.4047904
2575 MARIN ST,USA,CA,94124,San Francisco,Bayview,NA,DidNotComply,DidNotComply,DidNotComply,37.74777844,-122.4013711
2576 LOMBARD ST,USA,CA,94123,San Francisco,Marina,NA,NA,Complied,Complied,37.80065563,-122.4447462
259 7TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77735655,-122.4082052
2593 23RD AVE,USA,CA,94116,San Francisco,Parkside,NA,NA,DidNotComply,DidNotComply,37.73931934,-122.4799881
3180 22ND ST,USA,CA,94110,San Francisco,Mission,NA,Complied,Complied,DidNotComply,37.75579775,-122.4182623
260 10TH ST,USA,CA,94103,San Francisco,Western SOMA,NA,Complied,DidNotComply,DidNotComply,37.77307974,-122.4139118
260 8TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77535962,-122.4109714
2600 16TH ST,USA,CA,94103,San Francisco,Mission,NA,Complied,Exempt - Vacant,DidNotComply,37.76576899,-122.4127906
2600 INGALLS ST,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.72264914,-122.3900757
2600 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,NA,Complied,Complied,37.75531269,-122.4190916
2600 SLOAT BLVD,USA,CA,94116,San Francisco,Parkside,NA,NA,DidNotComply,DidNotComply,37.73576159,-122.5022556
2601 MARIPOSA ST,USA,CA,94110,San Francisco,Mission,Complied,Complied,Complied,DidNotComply,37.76291742,-122.4098159
2601 MASON ST,USA,CA,94133,San Francisco,North Beach,NA,NA,DidNotComply,DidNotComply,37.80782844,-122.4142627
2601 MISSION ST,USA,CA,94110,San Francisco,Mission,DidNotComply,DidNotComply,Complied,Complied,37.75525114,-122.4185379
2629 TAYLOR ST,USA,CA,94133,San Francisco,North Beach,NA,NA,DidNotComply,DidNotComply,37.80659009,-122.4158332
2646 SAN BRUNO AVE,USA,CA,94134,San Francisco,Excelsior,NA,NA,DidNotComply,DidNotComply,37.72809247,-122.4041871
2650 18TH ST,USA,CA,94110,San Francisco,Mission,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.76211943,-122.408825
2655 Van Ness Ave,USA,CA,94123,San Francisco,Marina,NA,DidNotComply,DidNotComply,DidNotComply,37.80014168,-122.4246271
2660 SAN BRUNO AVE,USA,CA,94134,San Francisco,Excelsior,NA,NA,DidNotComply,DidNotComply,37.72799344,-122.4040404
2664 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,DidNotComply,DidNotComply,DidNotComply,37.75430498,-122.4189992
2675 FOLSOM ST,USA,CA,94110,San Francisco,Mission,NA,DidNotComply,DidNotComply,DidNotComply,37.75465082,-122.4137845
2700 19TH ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76076639,-122.4094579
2700 3RD ST,USA,CA,94107,San Francisco,Potrero Hill,NA,NA,Complied,Complied,37.75440965,-122.3883686
2700 45TH AVE,USA,CA,94116,San Francisco,Parkside,NA,NA,DidNotComply,DidNotComply,37.73596986,-122.5027893
2700 GEARY BLVD,USA,CA,94118,San Francisco,Presidio Heights,NA,NA,Complied,Complied,37.78260961,-122.4482935
2701 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.75371453,-122.4182327
2707 PINE ST,USA,CA,94115,San Francisco,Western Addition,NA,DidNotComply,DidNotComply,DidNotComply,37.78687803,-122.440516
2725 OAKDALE AVE,USA,CA,94124,San Francisco,Bayview,NA,DidNotComply,DidNotComply,DidNotComply,37.74161996,-122.4039495
2727 Mariposa St.,USA,CA,94110,San Francisco,Mission,NA,DidNotComply,DidNotComply,DidNotComply,37.76286923,-122.4105303
2731 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.75339392,-122.4183342
2739 TAYLOR ST,USA,CA,94133,San Francisco,North Beach,NA,DidNotComply,Complied,DidNotComply,37.80788739,-122.4160955
274 BRANNAN ST,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.7826289,-122.3917635
2741 16TH ST,USA,CA,94110,San Francisco,Mission,NA,NA,Complied,DidNotComply,37.76455947,-122.4139461
2748 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.75298959,-122.4189268
275 5TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78072371,-122.4036541
275 8TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77544946,-122.410308
275 BATTERY ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79389649,-122.400372
275 BRANNAN ST,USA,CA,94107,San Francisco,South of Market,Exempt - Vacant,Exempt - Vacant,DidNotComply,DidNotComply,37.78208568,-122.3912375
275 POST ST,USA,CA,94108,San Francisco,Fidi,NA,NA,Complied,DidNotComply,37.78842246,-122.4065247
2750 19TH ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76072942,-122.4097645
2750 VAN NESS AVE,USA,CA,94109,San Francisco,Russian Hill,NA,DidNotComply,DidNotComply,DidNotComply,37.80106656,-122.4240948
2765 16TH ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76498242,-122.4144983
2770 TAYLOR ST,USA,CA,94133,San Francisco,North Beach,NA,DidNotComply,DidNotComply,DidNotComply,37.80797173,-122.4155251
279 9TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77406189,-122.4116655
2790 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.75240097,-122.4187165
28 GEARY ST,USA,CA,94108,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.78801596,-122.4040314
280 TOWNSEND ST,USA,CA,94107,San Francisco,South of Market,NA,Complied,DidNotComply,DidNotComply,37.77775622,-122.3948078
2800 3RD ST,USA,CA,94107,San Francisco,Potrero Hill,NA,DidNotComply,DidNotComply,DidNotComply,37.75374946,-122.3883518
2801 LEAVENWORTH ST,USA,CA,94109,San Francisco,North Beach,Complied,Complied,Complied,Complied,37.8071739,-122.4194791
2801 VICENTE ST,USA,CA,94116,San Francisco,Parkside,NA,NA,Complied,Complied,37.73812388,-122.4973399
606 FOLSOM ST,USA,CA,94105,San Francisco,Fidi,NA,Complied,Complied,Complied,37.78553596,-122.397122
2835 GEARY BLVD,USA,CA,94118,San Francisco,Inner Richmond,NA,NA,Complied,Complied,37.7818115,-122.4492554
285 WINSTON DR,USA,CA,94132,San Francisco,Lakeshore,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.72662611,-122.4783919
285 WINSTON DR,USA,CA,94132,San Francisco,Lakeshore,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.72663095,-122.4783928
285 WINSTON DR,USA,CA,94132,San Francisco,Lakeshore,NA,NA,DidNotComply,DidNotComply,37.72662954,-122.4783926
2850 ALEMANY BLVD,USA,CA,94112,San Francisco,Outer Mission,NA,NA,DidNotComply,DidNotComply,37.71264152,-122.4520815
2850 VAN NESS AVE,USA,CA,94109,San Francisco,Russian Hill,NA,NA,DidNotComply,DidNotComply,37.80218648,-122.4244592
2851 21ST ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.75723677,-122.4115879
2860 16TH ST,USA,CA,94103,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76548517,-122.4167198
290 7TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77674487,-122.4082369
290 DIVISION ST,USA,CA,94103,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.76951306,-122.4082524
2900 18TH ST,USA,CA,94110,San Francisco,Mission,NA,DidNotComply,DidNotComply,DidNotComply,37.76197525,-122.4118273
2900 GEARY BLVD,USA,CA,94118,San Francisco,Presidio Heights,NA,NA,DidNotComply,DidNotComply,37.78237261,-122.4504601
2919 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.75026629,-122.4179854
2925 MISSION ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.75016458,-122.4178945
2929 19TH ST,USA,CA,94110,San Francisco,Mission,NA,Complied,DidNotComply,DidNotComply,37.76012582,-122.4113628
295 BAY ST,USA,CA,94133,San Francisco,North Beach,NA,Exempt - Change in Ownership,Exempt - Change in Ownership,Exempt - Change in Ownership,37.80554885,-122.4116076
2950 GEARY BLVD,USA,CA,94118,San Francisco,Presidio Heights,NA,NA,Complied,Complied,37.78234238,-122.4509449
2973 16TH ST,USA,CA,94110,San Francisco,Mission,NA,Complied,Complied,Complied,37.76492878,-122.4190854
3 MASONIC AVE,USA,CA,94118,San Francisco,Presidio Heights,NA,NA,DidNotComply,DidNotComply,37.78346571,-122.4475831
30 BEALE ST,USA,CA,94105,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.79177954,-122.3971288
30 BEALE ST,USA,CA,94105,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.7917797,-122.3971303
30 HOTALING PL,USA,CA,94111,San Francisco,Fidi,NA,Complied,Complied,Complied,37.79603016,-122.4025487
1875 ALEMANY BLVD,USA,CA,94112,San Francisco,Outer Mission,Complied,Complied,Complied,DidNotComply,37.72226673,-122.4378652
300 4TH ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78174568,-122.4011951
300 ALEMANY BLVD,USA,CA,94110,San Francisco,Bernal Heights,NA,NA,DidNotComply,DidNotComply,37.73445782,-122.4123331
300 BEALE ST,USA,CA,94105,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78818044,-122.3925183
300 BROADWAY,USA,CA,94133,San Francisco,North Beach,NA,Complied,Complied,Complied,37.79859953,-122.4025972
300 DE HARO ST,USA,CA,94103,San Francisco,Potrero Hill,NA,NA,Complied,Complied,37.76568609,-122.4020454
290 SUTTER ST,USA,CA,94108,San Francisco,Fidi,NA,Complied,DidNotComply,DidNotComply,37.78991578,-122.4052312
3000 16TH ST,USA,CA,94103,San Francisco,Mission,NA,NA,Exempt - Tenant Turnover,Exempt - Tenant Turnover,37.76523494,-122.4199768
3001 19TH ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76016266,-122.4121992
3003 3RD ST,USA,CA,94124,San Francisco,Potrero Hill,NA,Complied,Complied,DidNotComply,37.75104394,-122.3871294
3008 GEARY BLVD,USA,CA,94118,San Francisco,Presidio Heights,NA,NA,DidNotComply,DidNotComply,37.78209082,-122.4514849
301 8TH ST,USA,CA,94103,San Francisco,South of Market,DidNotComply,DidNotComply,Complied,DidNotComply,37.77486518,-122.4096331
301 BRANNAN ST,USA,CA,94107,San Francisco,South of Market,Exempt - Change in Ownership,Complied,Complied,Complied,37.78144863,-122.3921534
301 GEARY ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,DidNotComply,Complied,DidNotComply,37.78689598,-122.4085865
301 HOWARD ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.78953226,-122.3941915
301 PACIFIC AVE,USA,CA,94111,San Francisco,Fidi,NA,NA,DidNotComply,Complied,37.79748538,-122.4011088
301 PINE ST,USA,CA,94104,San Francisco,Fidi,NA,Complied,Complied,Complied,37.79183599,-122.4012766
